,user_id,user_email,user_registration_dt,user_city,utm_source,utm_campaign
59,1606,unalimentative1821@protonmail.com,2020-08-28,Санкт-Петербург,yandex_direct,gnrl|863656
60,1611,paleichthyology1995@yahoo.com,2020-09-01,Москва,yandex_direct,gnrl|863656
61,1615,newborns1839@live.com,2020-01-15,Казань,yandex_direct,gnrl|845242
62,1616,pouncing2008@gmail.com,2020-10-25,Новосибирск,yandex_direct,gnrl|445275
63,1619,exegete2055@live.com,2020-11-26,Москва,yandex_direct,gnrl|326308
64,1623,burdensomely2060@protonmail.com,2020-04-18,Москва,fb,gnrl|755263
65,1627,unrooted2033@gmail.com,2020-08-27,Ростов-на-Дону,yandex_direct,gnrl|445275
66,1630,adorer1832@yahoo.com,2020-07-28,Ростов-на-Дону,yandex_direct,ret|574813
67,1634,intrigued1893@yandex.com,2020-07-30,Санкт-Петербург,yandex_direct,ret|574813
68,1635,trytophan1935@live.com,2020-04-12,Москва,yandex_direct,gnrl|845242
69,1638,homeothermic1854@protonmail.com,2020-07-27,Москва,yandex_direct,gnrl|953233
70,1641,effectible2030@outlook.com,2020-09-04,Санкт-Петербург,yandex_direct,gnrl|953233
71,1642,preprudently1835@live.com,2020-01-31,Москва,vk,lal|727027
72,1647,dashed1922@protonmail.com,2020-09-30,Самара,yandex_direct,gnrl|863656
73,1650,arctalian1935@outlook.com,2020-03-15,Москва,vk,lal|727027
74,1654,regularity1804@protonmail.com,2020-08-22,Казань,yandex_direct,gnrl|445275
75,1654,vandalic1892@protonmail.com,2020-07-14,Новосибирск,yandex_direct,gnrl|445275
76,1656,scurry2000@yandex.com,2020-05-01,Нижний Новгород,fb,gnrl|755263
77,1660,castell1849@gmail.com,2020-10-12,Санкт-Петербург,yandex_direct,ret|574813
78,1660,sgraffito1979@gmail.com,2020-10-09,Нижний Новгород,,
79,1662,sillago1974@gmail.com,2020-12-27,Москва,yandex_direct,gnrl|863656
80,1662,tafia1960@outlook.com,2020-02-10,Москва,fb,lal|772023
81,1663,phthalein1809@outlook.com,2020-06-29,Москва,yandex_direct,gnrl|863656
82,1665,evacuator1840@gmail.com,2020-01-19,Москва,fb,gnrl|755263
83,1666,parallelized2013@live.com,2020-09-01,Москва,,
84,1671,toruloid1840@yandex.com,2020-08-03,Москва,vk,lal|727027
85,1672,flattop1906@yandex.com,2020-09-08,Екатеринбург,yandex_direct,gnrl|953233
86,1677,chaudhry1954@gmail.com,2020-04-01,Нижний Новгород,yandex_direct,ret|574813
87,1679,belissa1933@yahoo.com,2020-04-15,Новосибирск,yandex_direct,gnrl|845242
88,1680,arrogant1926@gmail.com,2020-12-05,Санкт-Петербург,yandex_direct,ret|574813
89,1683,lactim2031@yandex.com,2020-12-10,Санкт-Петербург,yandex_direct,ret|574813
90,1688,memoir1840@live.com,2020-09-21,Екатеринбург,vk,lal|727027
91,1692,fagottino1947@protonmail.com,2020-09-04,Екатеринбург,fb,gnrl|755263
92,1694,boatly1986@yahoo.com,2020-07-10,Казань,yandex_direct,gnrl|863656
93,1697,glioma1965@live.com,2020-02-16,Самара,yandex_direct,gnrl|863656
94,1698,darrack1841@live.com,2020-11-26,Москва,,
95,1703,schnecken2042@outlook.com,2020-03-24,Нижний Новгород,fb,gnrl|755263
96,1704,adoptable1833@live.com,2020-10-19,Москва,yandex_direct,gnrl|845242
97,1708,gulonic2000@gmail.com,2020-07-17,Москва,yandex_direct,gnrl|953233
98,1713,mandrill1946@gmail.com,2020-07-17,Екатеринбург,yandex_direct,gnrl|953233
99,1715,paterero2044@gmail.com,2020-12-28,Москва,yandex_direct,gnrl|953233
100,1719,breeds1805@yandex.com,2020-11-10,Нижний Новгород,yandex_direct,gnrl|863656
101,1724,bouse2038@gmail.com,2020-12-15,Самара,yandex_direct,gnrl|953233
102,1727,empress1868@protonmail.com,2020-08-04,Нижний Новгород,yandex_direct,gnrl|845242
103,1728,eupeptically2018@protonmail.com,2020-05-07,Санкт-Петербург,google_ads,lal|487809
104,1733,fogger2070@live.com,2020-11-15,Санкт-Петербург,yandex_direct,gnrl|445275
105,1737,ludicrous2022@gmail.com,2020-04-28,Екатеринбург,yandex_direct,gnrl|445275
106,1740,brainwork1963@live.com,2020-11-24,Москва,yandex_direct,gnrl|953233
107,1747,bloodsports1925@yahoo.com,2020-10-08,Москва,yandex_direct,gnrl|326308
108,1750,pentachenium1960@gmail.com,2020-08-27,Москва,yandex_direct,gnrl|326308
109,1750,enterocoele2035@yandex.com,2020-09-19,Казань,yandex_direct,gnrl|326308
110,1754,boreades1879@gmail.com,2020-09-27,Москва,yandex_direct,gnrl|326308
111,1755,expansible1927@live.com,2020-05-22,Самара,yandex_direct,gnrl|953233
112,1758,drover1928@yahoo.com,2020-10-19,Омск,vk,lal|727027
113,1762,myelopathy1945@live.com,2020-11-11,Ростов-на-Дону,google_ads,lal|487809
114,1762,annalisa1933@yandex.com,2020-07-10,Москва,yandex_direct,gnrl|845242
115,1766,ditto1927@yahoo.com,2020-09-25,Омск,fb,lal|772023
116,1772,anterograde1851@live.com,2020-10-02,Челябинск,google_ads,lal|487809
117,1776,eidetic1837@yahoo.com,2020-07-28,Казань,yandex_direct,ret|574813
118,1777,grudge1925@yahoo.com,2020-10-28,Омск,yandex_direct,gnrl|326308
119,1779,arcane1978@live.com,2020-09-28,Ростов-на-Дону,yandex_direct,gnrl|845242
120,1782,partridge1889@protonmail.com,2020-06-19,Санкт-Петербург,yandex_direct,gnrl|445275
121,1784,counts1810@live.com,2020-05-03,Москва,google_ads,lal|487809
122,1786,brigandine1815@yahoo.com,2020-07-24,Санкт-Петербург,yandex_direct,ret|574813
123,1787,churchill1885@protonmail.com,2020-01-05,Екатеринбург,fb,gnrl|755263
124,1791,caking1930@yahoo.com,2020-06-15,Санкт-Петербург,yandex_direct,gnrl|845242
125,1796,iguana2051@yahoo.com,2020-04-15,Ростов-на-Дону,yandex_direct,ret|574813
126,1797,bosset1841@yandex.com,2020-09-07,Санкт-Петербург,yandex_direct,gnrl|863656
127,1799,explorers1914@gmail.com,2020-10-26,Екатеринбург,,
128,1803,heathrman1830@live.com,2020-05-08,Санкт-Петербург,yandex_direct,gnrl|953233
129,1805,caplin1859@outlook.com,2020-06-09,Омск,yandex_direct,ret|574813
130,1809,curvilinear1925@outlook.com,2020-10-20,Новосибирск,yandex_direct,gnrl|863656
131,1815,cichlid1910@outlook.com,2020-08-11,Москва,google_ads,lal|487809
132,1817,convected1885@outlook.com,2020-08-06,Москва,yandex_direct,ret|574813
133,1820,severality1862@gmail.com,2020-04-10,Москва,yandex_direct,gnrl|445275
134,1823,adventuring1917@gmail.com,2020-06-20,Санкт-Петербург,yandex_direct,ret|574813
135,1827,ventages1857@yandex.com,2020-03-16,Москва,vk,lal|727027
136,1833,fortuneteller1971@live.com,2020-08-11,Москва,yandex_direct,gnrl|863656
137,1833,snails1828@live.com,2020-04-07,Москва,,
138,1839,drier1807@live.com,2020-02-20,Москва,google_ads,lal|487809
139,1843,phytosauria1803@yandex.com,2020-12-17,Москва,fb,gnrl|755263
140,1847,deaved1840@yahoo.com,2020-12-11,Санкт-Петербург,yandex_direct,gnrl|326308
141,1850,eightsmen1876@gmail.com,2020-11-13,Нижний Новгород,yandex_direct,gnrl|845242
142,1855,toelike1826@live.com,2020-06-25,Москва,yandex_direct,gnrl|845242
143,1857,berkowitz1872@yahoo.com,2020-01-29,Ростов-на-Дону,fb,gnrl|755263
144,1859,ayukawa1837@gmail.com,2020-06-01,Санкт-Петербург,yandex_direct,gnrl|863656
145,1862,anionics1846@live.com,2020-08-14,Москва,yandex_direct,gnrl|863656
146,1862,blandishingly1949@yandex.com,2020-08-27,Челябинск,fb,lal|772023
147,1863,ineradicability1847@gmail.com,2020-02-03,Москва,fb,lal|772023
148,1867,acetaminol1885@yandex.com,2020-07-27,Омск,vk,lal|727027
149,1871,billowy1911@protonmail.com,2020-08-13,Москва,fb,gnrl|755263
150,1873,invite1967@yahoo.com,2020-09-09,Санкт-Петербург,vk,lal|727027
151,1876,wongsky1803@yandex.com,2020-05-01,Москва,yandex_direct,gnrl|845242
152,1879,philepitta2003@yahoo.com,2020-09-13,Екатеринбург,fb,gnrl|755263
153,1882,caridean1933@outlook.com,2020-10-02,Москва,google_ads,lal|487809
154,1886,falcon1955@outlook.com,2020-11-14,Санкт-Петербург,yandex_direct,gnrl|953233
155,1891,breaklist1882@outlook.com,2020-11-17,Москва,yandex_direct,gnrl|953233
156,1895,bellman1976@yandex.com,2020-09-15,Москва,yandex_direct,ret|574813
157,1897,arulo1980@gmail.com,2020-02-07,Нижний Новгород,fb,lal|772023
158,1901,crab2005@yahoo.com,2020-12-22,Москва,vk,lal|727027
159,1906,allegiances2021@yandex.com,2020-12-22,Москва,vk,lal|727027
160,1909,benefactory1945@protonmail.com,2020-09-16,Москва,yandex_direct,gnrl|953233
161,1910,physiognomist1981@live.com,2020-10-02,Екатеринбург,yandex_direct,gnrl|445275
162,1914,greengage1979@yandex.com,2020-07-06,Казань,vk,lal|727027
163,1916,carlet1825@gmail.com,2020-08-23,Москва,yandex_direct,gnrl|863656
164,1920,rudiment1972@live.com,2020-09-06,Казань,google_ads,lal|487809
165,1922,borneo1867@protonmail.com,2020-01-22,Москва,google_ads,lal|487809
166,1926,anemone1915@live.com,2020-06-12,Нижний Новгород,yandex_direct,gnrl|845242
167,1931,sabed2022@yahoo.com,2020-06-12,Москва,yandex_direct,gnrl|845242
168,1934,chegre1824@outlook.com,2020-01-20,Москва,google_ads,lal|487809
169,1937,englishmen1933@yahoo.com,2020-08-11,Ростов-на-Дону,google_ads,lal|487809
170,1942,bouncer1971@live.com,2020-10-05,Санкт-Петербург,yandex_direct,gnrl|863656
171,1946,bouto1951@gmail.com,2020-09-20,Санкт-Петербург,google_ads,lal|487809
172,1947,jug1891@protonmail.com,2020-09-07,Москва,yandex_direct,gnrl|445275
173,1948,unaltering1909@live.com,2020-04-25,Новосибирск,yandex_direct,gnrl|326308
174,1952,aryballi1812@protonmail.com,2020-05-03,Москва,fb,lal|772023
175,1956,akita2020@yahoo.com,2020-09-19,Казань,yandex_direct,gnrl|845242
176,1961,anthropos2029@yandex.com,2020-10-10,Самара,yandex_direct,gnrl|953233
177,1965,sensationistic2057@yahoo.com,2020-08-22,Санкт-Петербург,vk,lal|727027
178,1969,phrenetically1806@protonmail.com,2020-04-10,Санкт-Петербург,google_ads,lal|487809
179,1973,atman1841@live.com,2020-11-09,Москва,fb,lal|772023
180,1976,bounder2055@yandex.com,2020-12-12,Ростов-на-Дону,fb,lal|772023
181,1980,calcinosis1920@protonmail.com,2020-05-23,Москва,yandex_direct,gnrl|953233
182,1982,longa2042@live.com,2020-08-18,Санкт-Петербург,yandex_direct,gnrl|845242
183,1985,paratrophy1946@outlook.com,2020-08-19,Москва,yandex_direct,gnrl|845242
184,1987,unties1952@live.com,2020-07-03,Нижний Новгород,yandex_direct,gnrl|863656
185,1989,kickxia1917@protonmail.com,2020-09-22,Москва,yandex_direct,gnrl|845242
186,1992,clonus1840@yahoo.com,2020-09-24,Ростов-на-Дону,yandex_direct,gnrl|845242
187,1998,acromegalies1981@outlook.com,2020-07-26,Новосибирск,yandex_direct,gnrl|845242
188,2004,ass1892@live.com,2020-07-16,Москва,yandex_direct,ret|574813
189,2004,condurango1806@protonmail.com,2020-01-14,Санкт-Петербург,yandex_direct,gnrl|953233
190,2005,skellum1924@yahoo.com,2020-09-11,Казань,yandex_direct,gnrl|863656
191,2009,demur1998@live.com,2020-09-14,Челябинск,yandex_direct,gnrl|863656
192,2012,precogitation1993@gmail.com,2020-01-26,Санкт-Петербург,vk,lal|727027
193,2014,nonobstetrically1887@yahoo.com,2020-04-10,Санкт-Петербург,google_ads,lal|487809
194,2018,jay1913@gmail.com,2020-02-10,Новосибирск,vk,lal|727027
195,2022,inducing1959@outlook.com,2020-07-11,Екатеринбург,yandex_direct,gnrl|953233
196,2027,bygones1865@yahoo.com,2020-07-16,Ростов-на-Дону,yandex_direct,gnrl|953233
197,2032,bommer2036@live.com,2020-03-13,Екатеринбург,yandex_direct,gnrl|445275
198,2037,unalterable1941@yandex.com,2020-11-24,Санкт-Петербург,fb,lal|772023
199,2041,undistrustfulness1840@yandex.com,2020-10-16,Москва,yandex_direct,gnrl|326308
200,2043,enzym1967@live.com,2020-11-29,Екатеринбург,yandex_direct,ret|574813
201,2043,aboriginal1973@protonmail.com,2020-10-20,Нижний Новгород,yandex_direct,gnrl|953233
202,2046,clepsydra1859@outlook.com,2020-07-03,Москва,yandex_direct,gnrl|326308
203,2050,jujube1826@gmail.com,2020-07-07,Москва,yandex_direct,gnrl|326308
204,2054,triceratopses1930@protonmail.com,2020-04-01,Санкт-Петербург,yandex_direct,gnrl|445275
205,2059,objectionably2039@outlook.com,2020-04-02,Санкт-Петербург,yandex_direct,gnrl|445275
206,2059,polyphone2023@yahoo.com,2020-11-24,Казань,,
207,2063,fores1853@protonmail.com,2020-03-02,Москва,yandex_direct,gnrl|953233
208,2067,earwig2026@yahoo.com,2020-05-13,Москва,google_ads,lal|487809
209,2071,encloud1849@outlook.com,2020-09-17,Санкт-Петербург,yandex_direct,ret|574813
210,2074,nympholept1928@yahoo.com,2020-07-24,Санкт-Петербург,yandex_direct,gnrl|326308
211,2077,brimborion2067@yahoo.com,2020-06-29,Москва,yandex_direct,ret|574813
212,2079,transplace1890@yandex.com,2020-11-18,Москва,yandex_direct,gnrl|953233
213,2082,subcostae2021@yahoo.com,2020-11-22,Казань,yandex_direct,gnrl|953233
214,2087,caregiver1982@yandex.com,2020-11-08,Москва,vk,lal|727027
215,2090,eyetooth2010@live.com,2020-02-04,Санкт-Петербург,fb,lal|772023
216,2094,compress1812@protonmail.com,2020-02-05,Москва,fb,lal|772023
217,2099,zaffre1847@gmail.com,2020-02-05,Санкт-Петербург,fb,lal|772023
218,2103,symphoricarpos2014@yahoo.com,2020-07-27,Москва,fb,lal|772023
219,2107,septenate1905@yandex.com,2020-05-24,Казань,yandex_direct,gnrl|326308
220,2110,uranolatry1951@outlook.com,2020-06-13,Самара,google_ads,lal|487809
221,2113,analyst1999@outlook.com,2020-10-31,Москва,fb,lal|772023
222,2116,smokers1989@yahoo.com,2020-07-22,Санкт-Петербург,fb,gnrl|755263
223,2118,spoonyism1921@protonmail.com,2021-01-01,Санкт-Петербург,fb,gnrl|755263
224,2122,cheng2050@outlook.com,2020-07-20,Москва,yandex_direct,gnrl|863656
225,2127,arras1883@yahoo.com,2020-07-22,Самара,yandex_direct,gnrl|863656
226,2132,protegulum1865@outlook.com,2020-02-12,Казань,yandex_direct,gnrl|863656
227,2132,baht1943@yahoo.com,2020-06-20,Москва,yandex_direct,gnrl|445275
228,2136,belanda2020@live.com,2020-08-15,Москва,yandex_direct,gnrl|326308
229,2140,basnet1998@yandex.com,2020-04-22,Екатеринбург,google_ads,lal|487809
230,2142,nucleary1902@live.com,2020-04-01,Нижний Новгород,fb,lal|772023
231,2146,aggest2018@protonmail.com,2020-05-14,Санкт-Петербург,vk,lal|727027
232,2148,alten1981@live.com,2020-07-15,Санкт-Петербург,fb,gnrl|755263
233,2150,woofs2047@yahoo.com,2020-07-31,Ростов-на-Дону,yandex_direct,gnrl|445275
234,2154,hechsherim2031@yahoo.com,2020-08-05,Москва,yandex_direct,gnrl|445275
235,2155,alluring1891@live.com,2020-05-04,Москва,fb,lal|772023
236,2160,clethra1838@yahoo.com,2020-12-21,Санкт-Петербург,yandex_direct,gnrl|845242
237,2161,elaterist1960@protonmail.com,2020-01-30,Омск,yandex_direct,gnrl|863656
238,2165,alvine1867@protonmail.com,2021-01-17,Москва,yandex_direct,gnrl|863656
239,2166,transubstantiate1943@yandex.com,2020-04-05,Москва,fb,lal|772023
240,2168,ennead1803@live.com,2020-04-06,Москва,fb,lal|772023
241,2172,boilerman1942@gmail.com,2020-09-03,Москва,fb,gnrl|755263
242,2175,uppercut2052@live.com,2020-02-29,Челябинск,fb,gnrl|755263
243,2177,buffoonish1858@yandex.com,2020-06-11,Москва,google_ads,lal|487809
244,2183,caved2027@yandex.com,2020-08-15,Москва,yandex_direct,gnrl|863656
245,2184,tovarish2024@outlook.com,2020-12-25,Нижний Новгород,fb,gnrl|755263
246,2185,mule1948@live.com,2020-01-29,Москва,yandex_direct,gnrl|845242
247,2186,nongaseous2014@protonmail.com,2020-10-03,Санкт-Петербург,fb,gnrl|755263
248,2191,simplum1865@outlook.com,2020-11-17,Санкт-Петербург,yandex_direct,gnrl|445275
249,2196,allida2034@yandex.com,2020-06-30,Новосибирск,yandex_direct,ret|574813
250,2199,sardine1954@yandex.com,2020-08-30,Москва,yandex_direct,gnrl|445275
251,2200,prosobranch1854@yandex.com,2020-06-06,Санкт-Петербург,fb,gnrl|755263
252,2203,broch1813@outlook.com,2020-05-05,Омск,yandex_direct,gnrl|845242
253,2206,aback2035@live.com,2020-10-24,Екатеринбург,yandex_direct,gnrl|445275
254,2210,welcome2004@gmail.com,2020-05-19,Москва,vk,lal|727027
255,2212,chaplin2065@live.com,2020-04-09,Москва,yandex_direct,gnrl|863656
256,2216,harpy1909@protonmail.com,2020-04-17,Москва,yandex_direct,gnrl|863656
257,2220,addicted2013@yandex.com,2020-04-02,Нижний Новгород,fb,gnrl|755263
258,2222,cingulate1944@gmail.com,2020-02-03,Челябинск,yandex_direct,gnrl|863656
259,2224,elizabethan1859@gmail.com,2020-09-27,Омск,fb,gnrl|755263
260,2228,imbonity1928@outlook.com,2020-07-04,Москва,yandex_direct,gnrl|953233
261,2231,paellas2019@yahoo.com,2020-03-05,Москва,yandex_direct,gnrl|445275
262,2236,madiga2028@protonmail.com,2020-02-18,Москва,yandex_direct,gnrl|863656
263,2242,coumara1908@outlook.com,2020-02-18,Санкт-Петербург,yandex_direct,gnrl|863656
264,2242,pluguglies1873@outlook.com,2020-01-22,Самара,,
265,2242,blackfeet1960@gmail.com,2020-08-29,Екатеринбург,yandex_direct,gnrl|845242
266,2248,comate1929@yahoo.com,2020-11-23,Москва,fb,lal|772023
267,2255,redias1950@protonmail.com,2020-11-30,Новосибирск,fb,lal|772023
268,2259,adminstration1815@gmail.com,2020-05-14,Санкт-Петербург,yandex_direct,gnrl|445275
269,2264,dives1831@yandex.com,2020-09-25,Москва,yandex_direct,gnrl|953233
270,2265,hare1998@yahoo.com,2020-09-12,Самара,,
271,2268,coyan1918@yandex.com,2020-06-14,Москва,yandex_direct,gnrl|845242
272,2269,dosanjh2024@outlook.com,2020-08-31,Москва,vk,lal|727027
273,2272,assentatory1948@live.com,2020-09-05,Москва,vk,lal|727027
274,2276,axled1972@yandex.com,2020-12-26,Санкт-Петербург,yandex_direct,gnrl|326308
275,2277,navite1856@live.com,2020-05-03,Санкт-Петербург,fb,lal|772023
276,2281,headwaiter2059@yandex.com,2020-09-02,Новосибирск,vk,lal|727027
277,2283,videotape1981@yandex.com,2020-03-12,Екатеринбург,,
278,2289,nincum1923@protonmail.com,2020-07-20,Омск,yandex_direct,gnrl|445275
279,2290,armour1969@gmail.com,2020-10-08,Омск,vk,lal|727027
280,2294,hayforks1801@protonmail.com,2020-11-09,Омск,vk,lal|727027
281,2296,sylvin1819@live.com,2020-05-19,Санкт-Петербург,yandex_direct,gnrl|863656
282,2300,cyrtidae1894@gmail.com,2020-08-21,Москва,yandex_direct,gnrl|326308
283,2301,letdown2046@protonmail.com,2020-08-03,Самара,fb,gnrl|755263
284,2305,alterant1839@live.com,2020-08-08,Казань,fb,gnrl|755263
285,2307,wingy1888@yandex.com,2020-05-31,Санкт-Петербург,yandex_direct,gnrl|326308
286,2311,avgas1858@gmail.com,2020-06-07,Нижний Новгород,yandex_direct,gnrl|326308
287,2315,banat2007@outlook.com,2020-11-21,Москва,google_ads,lal|487809
288,2315,pedicab1924@outlook.com,2020-04-17,Челябинск,yandex_direct,gnrl|326308
289,2319,persuasibly1927@live.com,2020-11-27,Москва,fb,gnrl|755263
290,2321,disgracer1821@protonmail.com,2020-01-28,Москва,yandex_direct,gnrl|445275
291,2324,damocles1866@gmail.com,2020-06-17,Санкт-Петербург,yandex_direct,gnrl|863656
292,2326,penicilliform2012@outlook.com,2020-09-07,Новосибирск,yandex_direct,gnrl|863656
293,2327,lactim1848@live.com,2020-01-20,Санкт-Петербург,yandex_direct,gnrl|845242
294,2329,myelopathy2014@yahoo.com,2020-07-30,Санкт-Петербург,yandex_direct,gnrl|953233
295,2332,redias2032@outlook.com,2020-03-10,Москва,fb,lal|772023
296,2335,seaside1953@yandex.com,2020-02-19,Москва,yandex_direct,gnrl|953233
297,2339,acanth2047@yandex.com,2020-03-16,Москва,yandex_direct,gnrl|863656
298,2343,catgut1834@gmail.com,2020-08-11,Москва,fb,gnrl|755263
299,2346,industrochemical1900@gmail.com,2020-04-24,Новосибирск,yandex_direct,gnrl|953233
300,2349,hardline2042@yahoo.com,2020-05-29,Санкт-Петербург,fb,lal|772023
301,2350,hastings1939@yandex.com,2020-09-15,Челябинск,yandex_direct,gnrl|845242
302,2355,poohing2036@yahoo.com,2020-03-02,Нижний Новгород,fb,lal|772023
303,2358,dined1823@protonmail.com,2020-01-29,Новосибирск,fb,lal|772023
304,2363,cingulate1804@yahoo.com,2020-11-18,Ростов-на-Дону,yandex_direct,gnrl|953233
305,2364,doina2023@outlook.com,2020-06-09,Москва,vk,lal|727027
306,2368,eulalia1917@outlook.com,2020-06-13,Санкт-Петербург,vk,lal|727027
307,2368,administrate1972@outlook.com,2020-11-27,Санкт-Петербург,yandex_direct,ret|574813
308,2373,lieve1942@gmail.com,2020-03-31,Казань,fb,gnrl|755263
309,2379,galagos1966@yandex.com,2020-04-05,Москва,fb,gnrl|755263
310,2381,comfort2042@yahoo.com,2020-05-01,Москва,yandex_direct,gnrl|863656
311,2383,infectionist1867@yahoo.com,2020-06-07,Новосибирск,yandex_direct,ret|574813
312,2385,pastilled1874@outlook.com,2020-03-28,Москва,,
313,2390,brennand1821@yandex.com,2020-01-20,Самара,vk,lal|727027
314,2396,bikini1917@yandex.com,2020-01-21,Новосибирск,vk,lal|727027
315,2401,keyless1908@yandex.com,2020-10-25,Самара,yandex_direct,gnrl|445275
316,2403,standardbred1822@live.com,2020-01-24,Санкт-Петербург,yandex_direct,ret|574813
317,2408,cablet1981@live.com,2020-11-01,Москва,yandex_direct,gnrl|863656
318,2410,caxton1955@yandex.com,2020-06-01,Санкт-Петербург,,
319,2412,vomer1984@yandex.com,2020-12-28,Москва,yandex_direct,gnrl|326308
320,2413,athletics1843@yandex.com,2020-02-09,Москва,yandex_direct,gnrl|845242
321,2415,oversowed1954@gmail.com,2020-11-11,Казань,google_ads,lal|487809
